protocol_family,protocol_name,role,scouts,experts,budget,policy,routing_signal,selected_n,ms_per_image,accuracy,macro_f1,qwk,n_error,above_random_p975,random_accuracy_p975,oracle_accuracy,gap_to_oracle_accuracy,random_accuracy_mean,random_accuracy_p025,random_n_error_mean,random_n_error_p025,random_n_error_p975,oracle_n_error,oracle_fixable_total
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.3,low_margin,low_margin,330,2.9468810915079136,0.8363636363636363,0.7003730356364045,0.9054609209825188,180,True,0.8100227272727272,0.8809090909090909,0.0445454545454545,,,,,,,
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.4,low_confidence,low_confidence,440,3.298053872030736,0.8418181818181818,0.6987562006095859,0.911550364694321,174,True,0.8181818181818182,0.8754545454545455,0.0336363636363636,,,,,,,
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.4,high_entropy,high_entropy,440,3.298053872030736,0.8418181818181818,0.6996755987399528,0.9114103100875246,174,True,0.8181818181818182,0.8754545454545455,0.0336363636363636,,,,,,,
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.4,low_margin,low_margin,440,3.298053872030736,0.8418181818181818,0.7004751445616273,0.9117277419031048,174,True,0.8181818181818182,0.8754545454545455,0.0336363636363636,,,,,,,
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.5,low_confidence,low_confidence,550,3.649226652553559,0.8481818181818181,0.71158031555047,0.9141842168305055,167,True,0.8254545454545454,0.8736363636363637,0.0254545454545455,,,,,,,
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.5,high_entropy,high_entropy,550,3.649226652553559,0.8472727272727273,0.7103719164277722,0.9139634804108124,168,True,0.8254545454545454,0.8736363636363637,0.0263636363636363,,,,,,,
single_scout,green_to_retfound,ablation,retfound_green_linear_probe,retfound_mae_cfp_official_protocol,0.5,low_margin,low_margin,550,3.649226652553559,0.8472727272727273,0.7103719164277722,0.9139634804108124,168,True,0.8254545454545454,0.8736363636363637,0.0263636363636363,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.2,low_confidence,low_confidence,220,1.809317922918126,0.8445454545454546,0.6919415291961954,0.9034776504515444,171,True,0.8318181818181818,0.8772727272727273,0.0327272727272727,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.2,high_entropy,high_entropy,220,1.809317922918126,0.8454545454545455,0.6943033180265042,0.9041414273317776,170,True,0.8318181818181818,0.8772727272727273,0.0318181818181818,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.2,low_margin,low_margin,220,1.809317922918126,0.8445454545454546,0.6945472668354025,0.9057418629520964,171,True,0.8318181818181818,0.8772727272727273,0.0327272727272727,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.3,low_confidence,low_confidence,330,2.1604907034409484,0.8481818181818181,0.705131983477395,0.9106666021875248,167,True,0.8363636363636363,0.8709090909090909,0.0227272727272727,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.3,high_entropy,high_entropy,330,2.1604907034409484,0.8463636363636363,0.7004684240189513,0.9101922479187492,169,True,0.8363636363636363,0.8709090909090909,0.0245454545454545,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.3,low_margin,low_margin,330,2.1604907034409484,0.8481818181818181,0.703792424039853,0.9096365081145468,167,True,0.8363636363636363,0.8709090909090909,0.0227272727272727,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.4,low_confidence,low_confidence,440,2.5116634839637717,0.8481818181818181,0.7089849834689107,0.9100134193275023,167,True,0.8390909090909091,0.8672727272727273,0.0190909090909091,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.4,high_entropy,high_entropy,440,2.5116634839637717,0.8490909090909091,0.7117211154029437,0.9104243909591738,166,True,0.8390909090909091,0.8672727272727273,0.0181818181818181,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.4,low_margin,low_margin,440,2.5116634839637717,0.8481818181818181,0.7089849834689107,0.9100134193275023,167,True,0.8390909090909091,0.8672727272727273,0.0190909090909091,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.5,low_confidence,low_confidence,550,2.862836264486594,0.8472727272727273,0.7048148840983567,0.911753761375063,168,True,0.8427272727272728,0.8654545454545455,0.0181818181818181,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.5,high_entropy,high_entropy,550,2.862836264486594,0.8472727272727273,0.7048148840983567,0.911753761375063,168,True,0.8427272727272728,0.8654545454545455,0.0181818181818181,,,,,,,
single_scout,vit_b_to_retfound,screening,vit_b_imagenet,retfound_mae_cfp_official_protocol,0.5,low_margin,low_margin,550,2.862836264486594,0.8472727272727273,0.7048148840983567,0.911753761375063,168,True,0.8427272727272728,0.8654545454545455,0.0181818181818181,,,,,,,
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.2,mean_uncertainty,mean_uncertainty,220,1.8012655771237163,0.8472727272727273,0.6982682666964211,0.9099989792342573,168,True,0.8427272727272728,0.8754545454545455,0.028181818181818197,0.8359213636363636,0.8290909090909091,180.4865,173.0,188.0,137.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.3,mean_uncertainty,mean_uncertainty,330,2.1530223977278933,0.850909090909091,0.7044713642156252,0.9126845072036596,164,True,0.8445454545454546,0.8718181818181818,0.020909090909090877,0.837385909090909,0.83,178.8755,171.0,187.0,141.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.4,mean_uncertainty,mean_uncertainty,440,2.504779218332071,0.8518181818181818,0.7092303147154062,0.9139797882579404,163,True,0.8472727272727273,0.8690909090909091,0.01727272727272733,0.8386831818181818,0.83,177.4485,168.0,187.0,144.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.5,mean_uncertainty,mean_uncertainty,550,2.856536038936248,0.85,0.7069849522161684,0.913528155713044,165,True,0.8490909090909091,0.8681818181818182,0.018181818181818188,0.84051,0.8318181818181818,175.439,166.0,185.0,145.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.2,max_uncertainty,max_uncertainty,220,1.8012655771237163,0.84,0.688263121242335,0.905639177476761,176,False,0.8427272727272728,0.8754545454545455,0.035454545454545516,0.8359213636363636,0.8290909090909091,180.4865,173.0,188.0,137.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.3,max_uncertainty,max_uncertainty,330,2.1530223977278933,0.8481818181818181,0.7039763892906145,0.9113218540328403,167,True,0.8445454545454546,0.8718181818181818,0.023636363636363678,0.837385909090909,0.83,178.8755,171.0,187.0,141.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.4,max_uncertainty,max_uncertainty,440,2.504779218332071,0.85,0.7072213838193462,0.9121947889287711,165,True,0.8472727272727273,0.8690909090909091,0.01909090909090916,0.8386831818181818,0.83,177.4485,168.0,187.0,144.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.5,max_uncertainty,max_uncertainty,550,2.856536038936248,0.85,0.7075848860725331,0.9133417574951135,165,True,0.8490909090909091,0.8681818181818182,0.018181818181818188,0.84051,0.8318181818181818,175.439,166.0,185.0,145.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.2,disagreement_then_uncertainty,disagreement_then_uncertainty,220,1.8012655771237163,0.850909090909091,0.7079405104541922,0.9100818234174746,164,True,0.8427272727272728,0.8754545454545455,0.024545454545454537,0.8359213636363636,0.8290909090909091,180.4865,173.0,188.0,137.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.3,disagreement_then_uncertainty,disagreement_then_uncertainty,330,2.1530223977278933,0.8536363636363636,0.710851951436288,0.9136204003979397,161,True,0.8445454545454546,0.8718181818181818,0.018181818181818188,0.837385909090909,0.83,178.8755,171.0,187.0,141.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.4,disagreement_then_uncertainty,disagreement_then_uncertainty,440,2.504779218332071,0.8518181818181818,0.7098045564476905,0.9130480758811277,163,True,0.8472727272727273,0.8690909090909091,0.01727272727272733,0.8386831818181818,0.83,177.4485,168.0,187.0,144.0,52.0
multi_scout,convnext_swin_to_retfound,main,convnext_tiny+swin_tiny,retfound_mae_cfp_official_protocol,0.5,disagreement_then_uncertainty,disagreement_then_uncertainty,550,2.856536038936248,0.85,0.7069849522161684,0.913528155713044,165,True,0.8490909090909091,0.8681818181818182,0.018181818181818188,0.84051,0.8318181818181818,175.439,166.0,185.0,145.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.2,mean_uncertainty,mean_uncertainty,220,2.908237938996197,0.8481818181818181,0.694551668179133,0.9086245684245835,167,True,0.8454545454545455,0.8781818181818182,0.030000000000000027,0.8388181818181819,0.8318181818181818,177.3,170.0,185.0,134.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.3,mean_uncertainty,mean_uncertainty,330,3.2599947596003744,0.8481818181818181,0.7006614927678732,0.9106666021875249,167,True,0.8472727272727273,0.8727272727272727,0.024545454545454537,0.8398877272727273,0.8318181818181818,176.1235,168.0,185.0,140.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.4,mean_uncertainty,mean_uncertainty,440,3.611751580204552,0.850909090909091,0.7084047072280324,0.9136608882253859,164,True,0.8490909090909091,0.8690909090909091,0.018181818181818188,0.8409659090909091,0.8327272727272728,174.9375,166.0,184.0,144.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.5,mean_uncertainty,mean_uncertainty,550,3.9635084008087293,0.8490909090909091,0.7061708283909189,0.9132095485172209,166,False,0.850909090909091,0.8681818181818182,0.019090909090909047,0.8423268181818182,0.8336363636363636,173.4405,164.0,183.0,145.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.2,max_uncertainty,max_uncertainty,220,2.908237938996197,0.8490909090909091,0.699446491949711,0.906971131806441,166,True,0.8454545454545455,0.8781818181818182,0.029090909090909056,0.8388181818181819,0.8318181818181818,177.3,170.0,185.0,134.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.3,max_uncertainty,max_uncertainty,330,3.2599947596003744,0.8490909090909091,0.7025264712145489,0.911347331546804,166,True,0.8472727272727273,0.8727272727272727,0.023636363636363567,0.8398877272727273,0.8318181818181818,176.1235,168.0,185.0,140.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.4,max_uncertainty,max_uncertainty,440,3.611751580204552,0.8472727272727273,0.7007444462975768,0.9121687746335857,168,False,0.8490909090909091,0.8690909090909091,0.021818181818181848,0.8409659090909091,0.8327272727272728,174.9375,166.0,184.0,144.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.5,max_uncertainty,max_uncertainty,550,3.9635084008087293,0.8490909090909091,0.7067707622472837,0.9130223958166966,166,False,0.850909090909091,0.8681818181818182,0.019090909090909047,0.8423268181818182,0.8336363636363636,173.4405,164.0,183.0,145.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.2,disagreement_then_uncertainty,disagreement_then_uncertainty,220,2.908237938996197,0.8472727272727273,0.6949747095411957,0.9079369262995906,168,True,0.8454545454545455,0.8781818181818182,0.030909090909090886,0.8388181818181819,0.8318181818181818,177.3,170.0,185.0,134.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.3,disagreement_then_uncertainty,disagreement_then_uncertainty,330,3.2599947596003744,0.8527272727272728,0.7090866117427785,0.9134501144818941,162,True,0.8472727272727273,0.8727272727272727,0.019999999999999907,0.8398877272727273,0.8318181818181818,176.1235,168.0,185.0,140.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.4,disagreement_then_uncertainty,disagreement_then_uncertainty,440,3.611751580204552,0.8481818181818181,0.701669069538022,0.9126279255096049,167,False,0.8490909090909091,0.8690909090909091,0.020909090909090988,0.8409659090909091,0.8327272727272728,174.9375,166.0,184.0,144.0,52.0
multi_scout,convnext_swin_vitb_to_retfound,screening,convnext_tiny+swin_tiny+vit_b_imagenet,retfound_mae_cfp_official_protocol,0.5,disagreement_then_uncertainty,disagreement_then_uncertainty,550,3.9635084008087293,0.8490909090909091,0.7061708283909189,0.9132095485172209,166,False,0.850909090909091,0.8681818181818182,0.019090909090909047,0.8423268181818182,0.8336363636363636,173.4405,164.0,183.0,145.0,52.0
